incident_id,datetime_reported,datetime_cleared,duration_min,location_id,road_code,road_name,area,direction,latitude,longitude,incident_type,severity,lanes_blocked,total_lanes,response_time_min,weather_condition,precip_mm,is_peak_hour,source
INC1356,2023-12-17 13:00:00,2023-12-17 13:29:00,29,MBZ_E1,E311,Mohammed Bin Zayed Road,DIP,Both (sample EB),24.98946,55.17165,Vehicle Breakdown,Low,1,6,10,Sunny,0.0,0,Police Report
INC1262,2023-12-17 20:00:00,2023-12-17 20:11:00,11,SZR_S4,E11,Sheikh Zayed Road,Al Barsha,SB (to Abu Dhabi),25.11715,55.20161,Vehicle Breakdown,Low,1,7,9,Clear,0.0,1,Police Report
INC1171,2023-12-18 16:00:00,2023-12-18 22:10:00,370,SZR_S2,E11,Sheikh Zayed Road,DIFC,SB (to Abu Dhabi),25.21075,55.28035,Road Closure (Planned),Medium,3,6,4,Sunny,0.0,1,RTA Control Room
INC1602,2023-12-19 10:00:00,2023-12-19 10:54:00,54,MAK_N1,D75,Al Maktoum Bridge,Bur Dubai,NB (to Deira),25.2415,55.31504,Minor Accident,Medium,2,4,3,Sunny,0.0,0,RTA Control Room
INC1085,2023-12-21 07:00:00,2023-12-21 07:24:00,24,SZR_S1,E11,Sheikh Zayed Road,Trade Centre,SB (to Abu Dhabi),25.22249,55.28573,Minor Accident,Medium,2,6,9,Sunny,0.0,1,CCTV Detection
INC1688,2023-12-22 08:00:00,2023-12-22 08:29:00,29,JBR_X1,D94,Jumeirah Beach Road,Jumeirah,Both (sample),25.20704,55.24528,Vehicle Breakdown,Low,1,3,11,Sunny,0.0,1,CCTV Detection
INC1561,2023-12-22 18:00:00,2023-12-22 18:43:00,43,GAR_N1,D75,Al Garhoud Bridge,Garhoud,NB (to Deira),25.23307,55.33023,Minor Accident,Medium,2,5,7,Partly Cloudy,0.0,1,Police Report
INC1219,2023-12-23 06:00:00,2023-12-23 06:09:00,9,SZR_N4,E11,Sheikh Zayed Road,Al Barsha,NB (to Deira),25.11706,55.19953,Vehicle Breakdown,Low,1,7,4,Clear,0.0,0,RTA Control Room
INC1656,2023-12-23 18:00:00,2023-12-23 18:18:00,18,BBC_S1,E11,Business Bay Crossing,Business Bay,SB (to Bur Dubai),25.19395,55.29062,Vehicle Breakdown,Low,1,5,7,Partly Cloudy,0.0,1,RTA Control Room
INC1424,2023-12-24 07:00:00,2023-12-24 07:06:00,6,ITT_W1,D89,Al Ittihad Road,Al Mamzar,WB (to Dubai),25.29874,55.35412,Stalled Vehicle,Low,1,5,3,Sunny,0.0,1,CCTV Detection
INC1689,2023-12-24 13:00:00,2023-12-24 13:20:00,20,JBR_X1,D94,Jumeirah Beach Road,Jumeirah,Both (sample),25.20835,55.2497,Vehicle Breakdown,Low,1,3,6,Hazy,0.0,0,Public Report (app)
INC1220,2023-12-24 14:00:00,2023-12-24 14:43:00,43,SZR_N4,E11,Sheikh Zayed Road,Al Barsha,NB (to Deira),25.11575,55.20057,Stalled Vehicle,Low,1,7,9,Sunny,0.0,0,CCTV Detection
INC1425,2023-12-24 20:00:00,2023-12-24 20:14:00,14,ITT_W1,D89,Al Ittihad Road,Al Mamzar,WB (to Dubai),25.29743,55.35437,Vehicle Breakdown,Low,1,5,9,Clear,0.0,1,Police Report
INC1690,2023-12-25 12:00:00,2023-12-25 12:48:00,48,JBR_X1,D94,Jumeirah Beach Road,Jumeirah,Both (sample),25.20809,55.2502,Minor Accident,Medium,2,3,3,Partly Cloudy,0.0,0,RTA Control Room
INC1657,2023-12-25 13:00:00,2023-12-25 13:53:00,53,BBC_S1,E11,Business Bay Crossing,Business Bay,SB (to Bur Dubai),25.19194,55.28844,Minor Accident,Medium,2,5,12,Hazy,0.0,0,RTA Control Room
INC1137,2023-12-25 13:00:00,2023-12-25 13:15:00,15,SZR_N2,E11,Sheikh Zayed Road,DIFC,NB (to Deira),25.20522,55.27752,Minor Accident,Medium,2,6,7,Hazy,0.0,0,Police Report
INC1086,2023-12-25 17:00:00,2023-12-25 17:59:00,59,SZR_S1,E11,Sheikh Zayed Road,Trade Centre,SB (to Abu Dhabi),25.22501,55.28112,Vehicle Breakdown,Low,1,6,7,Sunny,0.0,1,CCTV Detection
INC1481,2023-12-25 18:00:00,2023-12-26 00:26:00,386,ITT_E1,D89,Al Ittihad Road,Al Qiyadah,EB (to Sharjah),25.26649,55.33761,Road Closure (Planned),Medium,1,5,8,Sunny,0.0,1,RTA Control Room
INC1691,2023-12-26 05:00:00,2023-12-26 05:31:00,31,JBR_X1,D94,Jumeirah Beach Road,Jumeirah,Both (sample),25.20883,55.24669,Vehicle Breakdown,Low,1,3,7,Clear,0.0,0,Police Report
INC1221,2023-12-26 12:00:00,2023-12-26 12:24:00,24,SZR_N4,E11,Sheikh Zayed Road,Al Barsha,NB (to Deira),25.1201,55.20282,Minor Accident,Medium,2,7,15,Sunny,0.0,0,RTA Control Room
INC1087,2023-12-26 17:00:00,2023-12-26 17:38:00,38,SZR_S1,E11,Sheikh Zayed Road,Trade Centre,SB (to Abu Dhabi),25.22235,55.28477,Vehicle Breakdown,Low,1,6,7,Partly Cloudy,0.0,1,CCTV Detection
INC1482,2023-12-26 17:00:00,2023-12-26 20:41:00,221,ITT_E1,D89,Al Ittihad Road,Al Qiyadah,EB (to Sharjah),25.26702,55.34095,Road Closure (Planned),Medium,4,5,8,Partly Cloudy,0.0,1,Public Report (app)
INC1603,2023-12-26 18:00:00,2023-12-26 18:13:00,13,MAK_N1,D75,Al Maktoum Bridge,Bur Dubai,NB (to Deira),25.24351,55.31461,Stalled Vehicle,Low,1,4,11,Sunny,0.0,1,Police Report
INC1334,2023-12-26 22:00:00,2023-12-26 22:35:00,35,EKR_S1,E44,Al Khail Road,Al Quoz,SB (to Jebel Ali),25.14956,55.23255,Vehicle Breakdown,Low,1,5,13,Clear,0.0,0,Police Report
INC1723,2023-12-27 07:00:00,2023-12-27 07:35:00,35,DWC_X1,E77,Expo Road,Dubai South,Both (sample),24.89918,55.1595,Vehicle Breakdown,Low,1,4,11,Partly Cloudy,0.0,1,RTA Control Room
INC1335,2023-12-27 08:00:00,2023-12-27 08:43:00,43,EKR_S1,E44,Al Khail Road,Al Quoz,SB (to Jebel Ali),25.15055,55.23657,Vehicle Breakdown,Low,1,5,9,Sunny,0.0,1,CCTV Detection
INC1088,2023-12-27 17:00:00,2023-12-27 17:54:00,54,SZR_S1,E11,Sheikh Zayed Road,Trade Centre,SB (to Abu Dhabi),25.22412,55.28245,Minor Accident,Medium,1,6,10,Sunny,0.0,1,RTA Control Room
INC1036,2023-12-27 18:00:00,2023-12-27 18:15:00,15,SZR_N1,E11,Sheikh Zayed Road,Trade Centre,NB (to Deira),25.22415,55.2835,Debris on Road,Low,1,6,8,Partly Cloudy,0.0,1,Public Report (app)
INC1426,2023-12-29 07:00:00,2023-12-29 07:24:00,24,ITT_W1,D89,Al Ittihad Road,Al Mamzar,WB (to Dubai),25.29329,55.35516,Minor Accident,Medium,2,5,8,Fog,0.0,1,RTA Control Room
INC1287,2023-12-29 08:00:00,2023-12-29 08:28:00,28,EKR_N1,E44,Al Khail Road,Business Bay,NB (to Deira),25.18732,55.26995,Minor Accident,Medium,1,5,6,Fog,0.0,1,RTA Control Room
INC1263,2023-12-30 07:00:00,2023-12-30 07:29:00,29,SZR_S4,E11,Sheikh Zayed Road,Al Barsha,SB (to Abu Dhabi),25.12048,55.19935,Vehicle Breakdown,Low,1,7,10,Sunny,0.0,1,Public Report (app)
INC1172,2023-12-30 20:00:00,2023-12-31 00:51:00,291,SZR_S2,E11,Sheikh Zayed Road,DIFC,SB (to Abu Dhabi),25.21197,55.27888,Road Closure (Planned),Medium,5,6,10,Clear,0.0,1,Public Report (app)
INC1483,2023-12-31 21:00:00,2023-12-31 21:49:00,49,ITT_E1,D89,Al Ittihad Road,Al Qiyadah,EB (to Sharjah),25.26703,55.33753,Vehicle Breakdown,Low,1,5,5,Clear,0.0,0,RTA Control Room
INC2312,2024-01-01 03:00:00,2024-01-01 03:05:00,5,GAR_N1,D75,Al Garhoud Bridge,Garhoud,NB (to Deira),25.23403,55.3308,Vehicle Breakdown,Low,1,5,6,Heavy Rain,3.5,0,CCTV Detection
INC1815,2024-01-01 04:00:00,2024-01-01 04:05:00,5,SZR_N2,E11,Sheikh Zayed Road,DIFC,NB (to Deira),25.2093,55.27775,Vehicle Breakdown,Low,1,6,7,Heavy Rain,6.0,0,CCTV Detection
INC2006,2024-01-01 04:00:00,2024-01-01 04:31:00,31,EKR_N1,E44,Al Khail Road,Business Bay,NB (to Deira),25.18597,55.26861,Minor Accident,Medium,2,5,5,Heavy Rain,6.0,0,RTA Control Room
INC2424,2024-01-01 05:00:00,2024-01-01 05:10:00,10,BBC_S1,E11,Business Bay Crossing,Business Bay,SB (to Bur Dubai),25.1927,55.29417,Vehicle Breakdown,Low,1,5,11,Heavy Rain,7.0,0,CCTV Detection
INC2213,2024-01-01 17:00:00,2024-01-01 17:27:00,27,ITT_E1,D89,Al Ittihad Road,Al Qiyadah,EB (to Sharjah),25.27118,55.33868,Minor Accident,Medium,1,5,8,Sunny,0.0,1,CCTV Detection
INC2085,2024-01-02 12:00:00,2024-01-02 12:19:00,19,MBZ_E1,E311,Mohammed Bin Zayed Road,DIP,Both (sample EB),24.98927,55.17097,Vehicle Breakdown,Low,1,6,12,Sunny,0.0,0,RTA Control Room
INC2086,2024-01-02 14:00:00,2024-01-02 14:40:00,40,MBZ_E1,E311,Mohammed Bin Zayed Road,DIP,Both (sample EB),24.98938,55.16995,Vehicle Breakdown,Low,1,6,14,Partly Cloudy,0.0,0,RTA Control Room
INC2264,2024-01-03 18:00:00,2024-01-03 18:15:00,15,AIR_W1,D89,Airport Road,Al Garhoud,WB (to city),25.25022,55.35111,Vehicle Breakdown,Low,1,4,9,Sunny,0.0,1,RTA Control Room
INC1914,2024-01-03 20:00:00,2024-01-03 20:55:00,55,SZR_N4,E11,Sheikh Zayed Road,Al Barsha,NB (to Deira),25.11389,55.19895,Minor Accident,Medium,1,7,3,Clear,0.0,1,RTA Control Room
INC2265,2024-01-04 04:00:00,2024-01-04 04:25:00,25,AIR_W1,D89,Airport Road,Al Garhoud,WB (to city),25.25013,55.35055,Vehicle Breakdown,Low,1,4,6,Fog,0.0,0,RTA Control Room
INC2425,2024-01-04 07:00:00,2024-01-04 07:05:00,5,BBC_S1,E11,Business Bay Crossing,Business Bay,SB (to Bur Dubai),25.19155,55.29153,Stalled Vehicle,Low,1,5,10,Fog,0.0,1,RTA Control Room
INC2124,2024-01-04 07:00:00,2024-01-04 07:28:00,28,EMR_E1,E611,Emirates Road,Al Awir,Both (sample EB),25.17132,55.43931,Vehicle Breakdown,Low,1,5,16,Fog,0.0,1,RTA Control Room
INC2007,2024-01-04 18:00:00,2024-01-04 18:23:00,23,EKR_N1,E44,Al Khail Road,Business Bay,NB (to Deira),25.18461,55.27109,Debris on Road,Low,1,5,17,Sunny,0.0,1,CCTV Detection
INC1816,2024-01-05 09:00:00,2024-01-05 09:40:00,40,SZR_N2,E11,Sheikh Zayed Road,DIFC,NB (to Deira),25.21044,55.27799,Minor Accident,Medium,2,6,12,Sunny,0.0,1,CCTV Detection
INC2377,2024-01-05 10:00:00,2024-01-05 10:57:00,57,MAK_N1,D75,Al Maktoum Bridge,Bur Dubai,NB (to Deira),25.23678,55.31508,Minor Accident,Medium,2,4,17,Sunny,0.0,0,RTA Control Room
INC1817,2024-01-05 12:00:00,2024-01-05 12:19:00,19,SZR_N2,E11,Sheikh Zayed Road,DIFC,NB (to Deira),25.20987,55.27818,Minor Accident,Medium,2,6,15,Partly Cloudy,0.0,0,Public Report (app)
INC2313,2024-01-05 21:00:00,2024-01-05 21:05:00,5,GAR_N1,D75,Al Garhoud Bridge,Garhoud,NB (to Deira),25.23641,55.32923,Stalled Vehicle,Low,1,5,3,Clear,0.0,0,RTA Control Room
INC2266,2024-01-06 13:00:00,2024-01-06 13:46:00,46,AIR_W1,D89,Airport Road,Al Garhoud,WB (to city),25.24425,55.35384,Vehicle Breakdown,Low,1,4,8,Partly Cloudy,0.0,0,CCTV Detection
INC1961,2024-01-06 16:00:00,2024-01-06 18:54:00,174,SZR_S4,E11,Sheikh Zayed Road,Al Barsha,SB (to Abu Dhabi),25.11594,55.20238,Major Accident,High,2,7,8,Sunny,0.0,1,Police Report
INC1962,2024-01-06 17:00:00,2024-01-06 17:47:00,47,SZR_S4,E11,Sheikh Zayed Road,Al Barsha,SB (to Abu Dhabi),25.11765,55.20196,Vehicle Breakdown,Low,1,7,14,Sunny,0.0,1,RTA Control Room
INC2467,2024-01-07 20:00:00,2024-01-07 20:10:00,10,JBR_X1,D94,Jumeirah Beach Road,Jumeirah,Both (sample),25.20641,55.2505,Vehicle Breakdown,Low,1,3,10,Clear,0.0,1,Police Report
INC2378,2024-01-08 09:00:00,2024-01-08 12:53:00,233,MAK_N1,D75,Al Maktoum Bridge,Bur Dubai,NB (to Deira),25.23927,55.31454,Road Closure (Planned),Medium,1,4,10,Sunny,0.0,1,CCTV Detection
INC2314,2024-01-09 03:00:00,2024-01-09 07:01:00,241,GAR_N1,D75,Al Garhoud Bridge,Garhoud,NB (to Deira),25.23472,55.32985,Flooding,High,2,5,3,Clear,0.0,0,CCTV Detection
INC2042,2024-01-09 13:00:00,2024-01-09 13:34:00,34,EKR_S1,E44,Al Khail Road,Al Quoz,SB (to Jebel Ali),25.1444,55.23458,Vehicle Breakdown,Low,1,5,5,Partly Cloudy,0.0,0,Public Report (app)
INC1776,2024-01-09 16:00:00,2024-01-09 16:17:00,17,SZR_S1,E11,Sheikh Zayed Road,Trade Centre,SB (to Abu Dhabi),25.2251,55.28629,Stalled Vehicle,Low,1,6,7,Sunny,0.0,1,Public Report (app)
INC2468,2024-01-09 18:00:00,2024-01-09 18:37:00,37,JBR_X1,D94,Jumeirah Beach Road,Jumeirah,Both (sample),25.20622,55.24613,Vehicle Breakdown,Low,1,3,10,Sunny,0.0,1,Police Report
INC2379,2024-01-10 14:00:00,2024-01-10 14:25:00,25,MAK_N1,D75,Al Maktoum Bridge,Bur Dubai,NB (to Deira),25.23901,55.31861,Vehicle Breakdown,Low,1,4,7,Sunny,0.0,0,RTA Control Room
INC2469,2024-01-10 18:00:00,2024-01-11 00:57:00,417,JBR_X1,D94,Jumeirah Beach Road,Jumeirah,Both (sample),25.2088,55.24633,Road Closure (Planned),Medium,1,3,5,Sunny,0.0,1,RTA Control Room
INC2125,2024-01-11 03:00:00,2024-01-11 03:12:00,12,EMR_E1,E611,Emirates Road,Al Awir,Both (sample EB),25.17213,55.43731,Vehicle Breakdown,Low,1,5,18,Clear,0.0,0,RTA Control Room
INC2043,2024-01-11 09:00:00,2024-01-11 09:47:00,47,EKR_S1,E44,Al Khail Road,Al Quoz,SB (to Jebel Ali),25.14692,55.23457,Minor Accident,Medium,1,5,14,Sunny,0.0,1,CCTV Detection
INC2315,2024-01-11 22:00:00,2024-01-11 22:54:00,54,GAR_N1,D75,Al Garhoud Bridge,Garhoud,NB (to Deira),25.23568,55.3302,Minor Accident,Medium,1,5,8,Clear,0.0,0,CCTV Detection
INC2008,2024-01-12 10:00:00,2024-01-12 11:24:00,84,EKR_N1,E44,Al Khail Road,Business Bay,NB (to Deira),25.18565,55.26967,Major Accident,High,2,5,5,Sunny,0.0,0,Public Report (app)
INC2426,2024-01-12 18:00:00,2024-01-12 18:32:00,32,BBC_S1,E11,Business Bay Crossing,Business Bay,SB (to Bur Dubai),25.19132,55.29394,Minor Accident,Medium,2,5,6,Sunny,0.0,1,RTA Control Room
INC2316,2024-01-13 04:00:00,2024-01-13 04:14:00,14,GAR_N1,D75,Al Garhoud Bridge,Garhoud,NB (to Deira),25.23413,55.32873,Vehicle Breakdown,Low,1,5,5,Clear,0.0,0,Public Report (app)
INC1963,2024-01-13 12:00:00,2024-01-13 12:42:00,42,SZR_S4,E11,Sheikh Zayed Road,Al Barsha,SB (to Abu Dhabi),25.12052,55.20043,Vehicle Breakdown,Low,1,7,8,Sunny,0.0,0,RTA Control Room
INC1862,2024-01-14 03:00:00,2024-01-14 03:16:00,16,SZR_S2,E11,Sheikh Zayed Road,DIFC,SB (to Abu Dhabi),25.20779,55.28106,Vehicle Breakdown,Low,1,6,8,Clear,0.0,0,RTA Control Room
INC1915,2024-01-14 14:00:00,2024-01-14 14:29:00,29,SZR_N4,E11,Sheikh Zayed Road,Al Barsha,NB (to Deira),25.12071,55.19975,Minor Accident,Medium,1,7,7,Sunny,0.0,0,CCTV Detection
INC2214,2024-01-15 08:00:00,2024-01-15 08:18:00,18,ITT_E1,D89,Al Ittihad Road,Al Qiyadah,EB (to Sharjah),25.26711,55.34081,Vehicle Breakdown,Low,1,5,3,Sunny,0.0,1,CCTV Detection
INC1964,2024-01-15 09:00:00,2024-01-15 10:01:00,61,SZR_S4,E11,Sheikh Zayed Road,Al Barsha,SB (to Abu Dhabi),25.11705,55.20014,Major Accident,High,2,7,14,Sunny,0.0,1,RTA Control Room
INC1818,2024-01-15 18:00:00,2024-01-15 18:05:00,5,SZR_N2,E11,Sheikh Zayed Road,DIFC,NB (to Deira),25.2095,55.27578,Stalled Vehicle,Low,1,6,3,Sunny,0.0,1,Police Report
INC2044,2024-01-15 18:00:00,2024-01-15 18:15:00,15,EKR_S1,E44,Al Khail Road,Al Quoz,SB (to Jebel Ali),25.15022,55.23842,Vehicle Breakdown,Low,1,5,10,Sunny,0.0,1,RTA Control Room
INC2045,2024-01-15 19:00:00,2024-01-15 23:16:00,256,EKR_S1,E44,Al Khail Road,Al Quoz,SB (to Jebel Ali),25.15118,55.23262,Road Closure (Planned),Medium,4,5,15,Clear,0.0,1,Public Report (app)
INC2215,2024-01-16 16:00:00,2024-01-16 19:42:00,222,ITT_E1,D89,Al Ittihad Road,Al Qiyadah,EB (to Sharjah),25.26751,55.3391,Road Closure (Planned),Medium,4,5,14,Sunny,0.0,1,CCTV Detection
INC2317,2024-01-17 14:00:00,2024-01-17 14:26:00,26,GAR_N1,D75,Al Garhoud Bridge,Garhoud,NB (to Deira),25.23733,55.33301,Vehicle Breakdown,Low,1,5,4,Sunny,0.0,0,RTA Control Room
INC2427,2024-01-17 17:00:00,2024-01-17 19:51:00,171,BBC_S1,E11,Business Bay Crossing,Business Bay,SB (to Bur Dubai),25.19161,55.29023,Road Closure (Planned),Medium,2,5,3,Sunny,0.0,1,RTA Control Room
INC1965,2024-01-17 18:00:00,2024-01-17 18:39:00,39,SZR_S4,E11,Sheikh Zayed Road,Al Barsha,SB (to Abu Dhabi),25.11834,55.20443,Minor Accident,Medium,2,7,5,Sunny,0.0,1,Public Report (app)
INC2046,2024-01-18 12:00:00,2024-01-18 12:35:00,35,EKR_S1,E44,Al Khail Road,Al Quoz,SB (to Jebel Ali),25.14763,55.23315,Stalled Vehicle,Low,1,5,4,Sunny,0.0,0,Public Report (app)
INC2267,2024-01-18 18:00:00,2024-01-18 18:42:00,42,AIR_W1,D89,Airport Road,Al Garhoud,WB (to city),25.24823,55.3542,Stalled Vehicle,Low,1,4,12,Sunny,0.0,1,CCTV Detection
INC2087,2024-01-18 21:00:00,2024-01-18 21:21:00,21,MBZ_E1,E311,Mohammed Bin Zayed Road,DIP,Both (sample EB),24.98872,55.16774,Vehicle Breakdown,Low,1,6,23,Clear,0.0,0,RTA Control Room
INC2047,2024-01-19 07:00:00,2024-01-19 07:25:00,25,EKR_S1,E44,Al Khail Road,Al Quoz,SB (to Jebel Ali),25.14977,55.23627,Stalled Vehicle,Low,1,5,6,Sunny,0.0,1,RTA Control Room
INC2318,2024-01-19 17:00:00,2024-01-19 17:10:00,10,GAR_N1,D75,Al Garhoud Bridge,Garhoud,NB (to Deira),25.23671,55.32588,Debris on Road,Low,1,5,13,Partly Cloudy,0.0,1,RTA Control Room
INC2428,2024-01-19 18:00:00,2024-01-19 18:26:00,26,BBC_S1,E11,Business Bay Crossing,Business Bay,SB (to Bur Dubai),25.19251,55.28969,Vehicle Breakdown,Low,1,5,9,Partly Cloudy,0.0,1,Police Report
INC2216,2024-01-20 18:00:00,2024-01-20 19:41:00,101,ITT_E1,D89,Al Ittihad Road,Al Qiyadah,EB (to Sharjah),25.26766,55.33947,Major Accident,High,3,5,3,Partly Cloudy,0.0,1,Public Report (app)
INC1863,2024-01-20 18:00:00,2024-01-20 18:40:00,40,SZR_S2,E11,Sheikh Zayed Road,DIFC,SB (to Abu Dhabi),25.21106,55.28199,Debris on Road,Low,1,6,3,Partly Cloudy,0.0,1,RTA Control Room
INC2144,2024-01-21 16:00:00,2024-01-21 16:38:00,38,ITT_W1,D89,Al Ittihad Road,Al Mamzar,WB (to Dubai),25.29305,55.35332,Minor Accident,Medium,1,5,3,Sunny,0.0,1,CCTV Detection
INC2126,2024-01-21 21:00:00,2024-01-21 21:53:00,53,EMR_E1,E611,Emirates Road,Al Awir,Both (sample EB),25.17299,55.43968,Minor Accident,Medium,2,5,17,Clear,0.0,0,Police Report
INC2268,2024-01-22 12:00:00,2024-01-22 12:26:00,26,AIR_W1,D89,Airport Road,Al Garhoud,WB (to city),25.24942,55.35217,Debris on Road,Low,1,4,5,Sunny,0.0,0,Public Report (app)
INC1864,2024-01-22 13:00:00,2024-01-22 19:57:00,417,SZR_S2,E11,Sheikh Zayed Road,DIFC,SB (to Abu Dhabi),25.21183,55.27715,Road Closure (Planned),Medium,3,6,9,Sunny,0.0,0,Police Report
INC1865,2024-01-22 14:00:00,2024-01-22 14:56:00,56,SZR_S2,E11,Sheikh Zayed Road,DIFC,SB (to Abu Dhabi),25.21565,55.27898,Minor Accident,Medium,2,6,7,Sunny,0.0,0,Public Report (app)
INC1866,2024-01-22 17:00:00,2024-01-22 17:50:00,50,SZR_S2,E11,Sheikh Zayed Road,DIFC,SB (to Abu Dhabi),25.21259,55.27871,Minor Accident,Medium,2,6,4,Sunny,0.0,1,CCTV Detection
INC1867,2024-01-22 19:00:00,2024-01-22 19:37:00,37,SZR_S2,E11,Sheikh Zayed Road,DIFC,SB (to Abu Dhabi),25.21077,55.28223,Vehicle Breakdown,Low,1,6,9,Clear,0.0,1,Police Report
INC2088,2024-01-23 17:00:00,2024-01-23 17:46:00,46,MBZ_E1,E311,Mohammed Bin Zayed Road,DIP,Both (sample EB),24.99295,55.17139,Vehicle Breakdown,Low,1,6,8,Sunny,0.0,1,RTA Control Room
INC2429,2024-01-23 19:00:00,2024-01-23 19:27:00,27,BBC_S1,E11,Business Bay Crossing,Business Bay,SB (to Bur Dubai),25.19354,55.28827,Vehicle Breakdown,Low,1,5,12,Clear,0.0,1,CCTV Detection
INC1819,2024-01-23 20:00:00,2024-01-23 20:05:00,5,SZR_N2,E11,Sheikh Zayed Road,DIFC,NB (to Deira),25.2105,55.2779,Vehicle Breakdown,Low,1,6,14,Clear,0.0,1,Police Report
INC2145,2024-01-25 04:00:00,2024-01-25 04:47:00,47,ITT_W1,D89,Al Ittihad Road,Al Mamzar,WB (to Dubai),25.29183,55.35793,Minor Accident,Medium,1,5,8,Fog,0.0,0,RTA Control Room
INC1724,2024-01-25 05:00:00,2024-01-25 05:18:00,18,SZR_N1,E11,Sheikh Zayed Road,Trade Centre,NB (to Deira),25.22169,55.28474,Debris on Road,Low,1,6,15,Fog,0.0,0,RTA Control Room
INC1820,2024-01-25 07:00:00,2024-01-25 07:10:00,10,SZR_N2,E11,Sheikh Zayed Road,DIFC,NB (to Deira),25.21167,55.27685,Stalled Vehicle,Low,1,6,8,Fog,0.0,1,Public Report (app)
INC2269,2024-01-26 06:00:00,2024-01-26 06:46:00,46,AIR_W1,D89,Airport Road,Al Garhoud,WB (to city),25.24893,55.35051,Minor Accident,Medium,2,4,12,Fog,0.0,0,RTA Control Room
INC1821,2024-01-26 18:00:00,2024-01-26 18:30:00,30,SZR_N2,E11,Sheikh Zayed Road,DIFC,NB (to Deira),25.21111,55.27837,Vehicle Breakdown,Low,1,6,5,Partly Cloudy,0.0,1,Public Report (app)
INC2146,2024-01-27 12:00:00,2024-01-27 12:08:00,8,ITT_W1,D89,Al Ittihad Road,Al Mamzar,WB (to Dubai),25.29717,55.35258,Stalled Vehicle,Low,1,5,3,Partly Cloudy,0.0,0,RTA Control Room
INC1822,2024-01-27 18:00:00,2024-01-27 18:25:00,25,SZR_N2,E11,Sheikh Zayed Road,DIFC,NB (to Deira),25.2124,55.28374,Vehicle Breakdown,Low,1,6,3,Sunny,0.0,1,CCTV Detection
INC2089,2024-01-28 04:00:00,2024-01-28 04:36:00,36,MBZ_E1,E311,Mohammed Bin Zayed Road,DIP,Both (sample EB),24.99332,55.16915,Minor Accident,Medium,1,6,12,Fog,0.0,0,RTA Control Room
INC2048,2024-01-28 17:00:00,2024-01-28 17:57:00,57,EKR_S1,E44,Al Khail Road,Al Quoz,SB (to Jebel Ali),25.14613,55.23585,Major Accident,High,2,5,14,Sunny,0.0,1,RTA Control Room
INC1916,2024-01-29 16:00:00,2024-01-29 16:32:00,32,SZR_N4,E11,Sheikh Zayed Road,Al Barsha,NB (to Deira),25.11656,55.19871,Vehicle Breakdown,Low,1,7,16,Sunny,0.0,1,RTA Control Room
INC2217,2024-01-29 23:00:00,2024-01-30 00:10:00,70,ITT_E1,D89,Al Ittihad Road,Al Qiyadah,EB (to Sharjah),25.26741,55.33637,Minor Accident,Medium,2,5,9,Clear,0.0,0,Police Report
INC1725,2024-01-30 08:00:00,2024-01-30 08:54:00,54,SZR_N1,E11,Sheikh Zayed Road,Trade Centre,NB (to Deira),25.22677,55.2819,Road Closure (Planned),Medium,3,6,5,Hazy,0.0,1,CCTV Detection
INC2470,2024-01-30 10:00:00,2024-01-30 10:22:00,22,JBR_X1,D94,Jumeirah Beach Road,Jumeirah,Both (sample),25.20602,55.24909,Debris on Road,Low,1,3,13,Sunny,0.0,0,RTA Control Room
INC1823,2024-01-30 19:00:00,2024-01-30 19:47:00,47,SZR_N2,E11,Sheikh Zayed Road,DIFC,NB (to Deira),25.20784,55.27773,Stalled Vehicle,Low,1,6,4,Clear,0.0,1,Public Report (app)
INC2127,2024-01-31 14:00:00,2024-01-31 14:12:00,12,EMR_E1,E611,Emirates Road,Al Awir,Both (sample EB),25.16756,55.4391,Vehicle Breakdown,Low,1,5,12,Hazy,0.0,0,RTA Control Room
INC2218,2024-01-31 17:00:00,2024-01-31 17:26:00,26,ITT_E1,D89,Al Ittihad Road,Al Qiyadah,EB (to Sharjah),25.26838,55.33816,Debris on Road,Low,1,5,12,Sunny,0.0,1,RTA Control Room
INC1868,2024-01-31 18:00:00,2024-01-31 18:44:00,44,SZR_S2,E11,Sheikh Zayed Road,DIFC,SB (to Abu Dhabi),25.21178,55.27976,Vehicle Breakdown,Low,1,6,7,Sunny,0.0,1,CCTV Detection
INC2471,2024-01-31 19:00:00,2024-01-31 19:53:00,53,JBR_X1,D94,Jumeirah Beach Road,Jumeirah,Both (sample),25.20868,55.24739,Minor Accident,Medium,2,3,9,Clear,0.0,1,Public Report (app)
INC1869,2024-02-01 07:00:00,2024-02-01 07:39:00,39,SZR_S2,E11,Sheikh Zayed Road,DIFC,SB (to Abu Dhabi),25.21183,55.28267,Minor Accident,Medium,1,6,7,Sunny,0.0,1,CCTV Detection
INC2090,2024-02-02 16:00:00,2024-02-02 16:16:00,16,MBZ_E1,E311,Mohammed Bin Zayed Road,DIP,Both (sample EB),24.98966,55.16826,Vehicle Breakdown,Low,1,6,13,Hazy,0.0,1,Police Report
INC1870,2024-02-02 22:00:00,2024-02-02 22:35:00,35,SZR_S2,E11,Sheikh Zayed Road,DIFC,SB (to Abu Dhabi),25.21179,55.27673,Vehicle Breakdown,Low,1,6,12,Clear,0.0,0,RTA Control Room
